"","ID_WES2016","ID_BES","ID_WES2011","W8","W8core","W8_voteQssampleonly","starttime","endtime","split1","WES1","WES2","WES3","pi2","pi2a","pi2c","WES4","WES4_1","WES4_2","WES4_3","WES4_4","WES5","WES5_1","WES5_2","WES5_3","WES5_4","WES5_5","WES5_6","WES6","WES7","vb4","vb6","vb12","vb12ao","vb18","vb11a","vb11b","vb11bo","vb13","vb13o","vb14a","vb14ao","vb14b","vb14bo","vi13","vi13o","WES25","WES25b_1","WES25b_2","WES25b_3","WES25b_4","WES25b_5","WES25b_6","WES25b_7","WES25b_8","WES25bother","WES26","WES26aaa_1","WES26aaa_2","WES26aaa_3","WES26aaa_4","WES26aaa_5","WES26aaa_6","WES26aaa_7","WES26aaa_8","WES26aaa_9","WES26aaa_10","WES26aaa_11","WES26aaa_12","WES26bbb_1","WES26bbb_2","WES26bbb_3","WES26bbb_4","WES26bbb_5","WES26bbb_6","WES26bbb_7","WES26bbb_8","WES26bbb_9","WES26bbb_10","WES26bbb_11","WES26bbb_12","WES26ccc_1","WES26ccc_2","WES26ccc_3","WES26ccc_4","WES26ccc_5","WES26ccc_6","WES26ccc_7","WES26ccc_8","WES26ccc_9","WES26ccc_10","WES26ccc_11","WES26ccc_12","WES26ddd_1","WES26ddd_2","WES26ddd_3","WES26ddd_4","WES26ddd_5","WES26ddd_6","WES26ddd_7","WES26ddd_8","WES26ddd_9","WES26ddd_10","WES26ddd_11","WES26ddd_12","WES26eee_1","WES26eee_2","WES26eee_3","WES26eee_4","WES26eee_5","WES26eee_6","WES26eee_7","WES26eee_8","WES26eee_9","WES26eee_10","WES26eee_11","WES26eee_12","WES26fff_1","WES26fff_2","WES26fff_3","WES26fff_4","WES26fff_5","WES26fff_6","WES26fff_7","WES26fff_8","WES26fff_9","WES26fff_10","WES26fff_11","WES26fff_12","WES26ggg_1","WES26ggg_2","WES26ggg_3","WES26ggg_4","WES26ggg_5","WES26ggg_6","WES26ggg_7","WES26ggg_8","WES26ggg_9","WES26ggg_10","WES26ggg_11","WES26ggg_12","oe1","LE1","LE2","LE3","local","LE5","LE5o","LE6a","LE6b","issues_1","issues_2","issues_3","issues_4","issues_5","issues_6","issues_7","issues_8","issues_9","issues_10","issues_11","issues_12","issues_13","issues_14","issues_15","issues_16","ap3grid","ap3d","ap3e","ap3g","ap3i","ap3l","ap3a","ap3b","ap3m","ap3n","ap3o","approval","approval_1","approval_2","approval_3","approval_4","approval2","approval2_1","approval2_2","approval2_4","q10","q10a","q10b","q10c","WES33_1","WES33_2","WES33_3","WES33_4","WES33_5","WES33_6","WES33_7","WES33_8","WES33_9","e18","e18a","e18b","e18c","e18d","e18e","e18f","e18g","legknowledgegrid","legknow_1","legknow_2","legknow_3","legknow_4","legknow_5","legknow_6","legknow_7","legknow_8","legknow_9","legknow_10","legknow_11","legknow_12","legknow_13","WES21","WES22_1","WES22_2","WES22_3","WES22_4","Q13","Q33","WES23","WES24","WES30","WES31","WES27","WES27_1","WES27_2","WES27_3","WES27_4","WES27_5","WES27_6","WES28","WES28_1","WES28_2","WES28_3","WES28_4","WES28_5","WES28_6","WES28_7","WES28_8","WES29","WES29_1","WES29_2","WES29_3","WES29_4","WES40","WES41","WES42","WES43","WES44","WES45","WES45_1","WES45_2","WES45_3","WES45_4","WES45_5","WES46","WES46_1","WES46_2","WES46_3","WES46_4","WES46_5","WES47","WES47_1","WES47_2","WES47_3","WES47_4","WES48","WES50","WES51","WES51_1","WES51_2","WES51_3","WES51_4","WES51_5","WES51_6","WES52","WES52_1","WES52_2","WES52_3","WES52_4","WES52_5","WES52_6","WES52_7","WES52_8","WES53","WES53_1","WES53_2","WES53_3","WES53_4","WES53_5","WES53_6","WES53_7","WES53_8","WES54","WES55","WES56","WES57","WES58","WES58_1","WES58_2","WES58_3","WES58_4","WES58_5","WES58_6","WES59","WES59_1","WES59_2","WES59_3","WES59_4","WES59_5","WES59_6","WES59_7","WES59_8","WES60","WES60_1","WES60_2","WES60_3","WES61","WES62","WES62_1","WES62_2","WES62_3","WES62_4","WES62_5","WES62_6","WES62_7","WES63","WES70a_1","WES70a_2","WES70a_3","WES70a_4","WES70a_5","WES70a_6","WES70a_7","WES70a_8","WES70a_9","WES70a_10","WES70a_11","Q29o","e14","Q30o","WES71","Q36_2_1","Q36_2_2","Q36_2_3","Q36_2_6","Q36_2_7","Q36_2_4","Q36_2_5","Q36_2_14","Q36_2_15","Q36_2_16","knowBES","knowBES_1","knowBES_2","knowBES_3","knowBES_4","knowBES_5","knowBES_6","voted2017","pastvote_2017","voted2015","pastvote_2015","partyid_2017","welsh_constituency_vote_2016","welsh_list_vote_2016","politics_scale_profile_update","age","profile_education_age","profile_education_level","profile_ethnicity","profile_gender","profile_gross_household","profile_marital_stat","profile_newspaper_readership","profile_past_vote_2005","profile_past_vote_2010","xprofile_pcon_2010_new","xprofile_work_stat","political_attention","socgrade4","profile_religion","pastvote_EURef","bpcagegeneduc_w8","socgrade4_w8","threeway_attention_w8","Wales_pcon_w8","Vote2017_w8","EURef_w8","starttime_votingQs","endtime_votingQs","dpq1","dpq2","likelihood","q2","q2b","q3","likelihoodA","AVballot","avballot1_1","avballot2_1","avballot3_1","avballot4_1","avballot5_1","avballot6_1","avballot7_1","avballot8_1","avballot9_1","avballot10_1","avballot11_1","avballotdk_1","avballotdk_2","eu1","eu2"
"1492",1540,NA,NA,0.42172070988166,NA,0.388369022433437,2017-07-04 14:19:20,2017-07-04 14:47:06,1,1,1,1,1,8,8,1,11,9,1,9,1,2,3,2,2,1,4,3,3,4,NA,2,"__NA__",5,"wealth distribution",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,1,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,4,4,"__NA__",NA,NA,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,9,1,7,5,1,1,10,3,1,9,1,5,2,4,2,1,3,2,2,1,3,3,3,2,1,2,1,1,2,2,2,2,1,4,4,2,3,4,4,4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,5,2,2,1,2,4,5,5,3,2,2,1,1,1,1,2,2,2,1,2,6,1,4,4,2,5,2,1,3,3,3,1,8,8,9,3,5,1,9,8,8,8,6,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,4,1,10,8,1,11,3,3,1,1,2,2,2,3,4,4,4,1,4,2,4,1,5,2,5,1,1,5,5,5,1,4,2,3,3,2,3,1,1,1,2,1,3,2,1,2,1,4,2,2,2,1,1,1,1,1,5,4,5,4,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,9,2,69,2,3,1,1,4,1,8,3,3,554,5,11,4,1,1,1,4,3,1,2,1,2017-07-22 09:24:15,2017-07-22 09:29:08,2,NA,11,2,NA,2,11,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,1,1
"1493",3036,NA,NA,0.767341107310527,0.734475820161108,0.864779373884183,2017-06-29 16:44:42,2017-06-29 17:01:01,1,1,1,1,1,9,6,1,8,1,11,7,1,3,4,2,4,2,4,3,2,4,NA,2,"__NA__",4,"The Tories' track record of cuts to benefits and support for the vulnerable.",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,1,2,2,2,2,2,"__NA__",1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,2,2,"__NA__",NA,NA,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,9,3,7,5,1,1,11,3,1,8,1,5,2,2,2,1,4,2,4,1,1,1,3,2,1,2,1,2,2,1,2,2,1,2,4,5,2,2,1,3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,5,4,4,2,1,1,1,1,1,2,2,1,1,1,1,1,2,4,1,5,1,1,1,2,2,1,11,11,11,2,4,1,8,6,8,9,11,NA,NA,NA,NA,NA,NA,1,2,1,3,4,1,1,1,1,8,11,1,11,6,1,1,2,1,1,4,2,4,5,1,5,1,5,1,4,1,4,1,2,4,5,4,1,4,2,3,3,1,2,1,1,2,1,1,3,3,2,1,1,4,3,2,1,1,1,1,1,1,2,5,5,3,1,2,1,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,8,1,26,5,16,1,2,11,2,8,1,2,543,1,8,2,1,1,14,2,2,3,2,1,2017-07-22 09:15:30,2017-07-22 09:29:22,2,NA,11,2,NA,5,11,1,6,1,3,4,2,NA,NA,5,NA,NA,NA,2,2,1,1
"1494",3218,61759,NA,1.75558835469028,1.17206967391051,2.13074811740978,2017-06-26 22:39:44,2017-06-26 23:59:36,1,2,2,1,1,4,3,1,11,1,11,6,1,1,3,3,4,4,4,3,3,4,NA,2,"__NA__",2,"None",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",2,2,2,"__NA__",NA,NA,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,12,12,12,12,12,6,8,12,12,12,1,6,2,2,5,1,5,5,5,1,2,1,4,2,2,2,2,2,2,1,2,2,1,6,6,1,6,5,5,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,2,4,5,3,1,1,3,1,1,2,2,1,2,4,1,1,5,1,5,1,1,1,2,2,1,12,9,6,6,5,1,1,6,6,6,6,NA,NA,NA,NA,NA,NA,1,2,3,3,3,4,11,1,12,12,12,11,12,12,1,6,6,6,6,1,6,6,4,1,5,2,6,1,2,5,1,1,3,6,6,6,1,6,4,6,6,4,6,1,2,5,1,1,2,1,3,3,1,2,5,4,8,1,1,1,1,1,1,6,1,3,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,1,1,1,2,1,2,2,7,9,8,23,3,11,1,2,4,2,5,1,1,546,8,7,4,1,2,18,4,2,5,2,2,2017-07-22 09:27:06,2017-07-22 09:31:43,2,NA,11,2,NA,2,11,1,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2
"1495",5429,NA,NA,0.934256689839088,0.868088399032384,0.979501773559645,2017-06-30 09:23:32,2017-06-30 09:35:42,1,3,3,3,1,5,5,1,9,9,1,3,1,2,2,2,2,2,2,3,3,2,2,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Undecided",NA,NA,NA,"__NA__",NA,NA,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,12,12,12,12,12,12,12,12,12,12,1,3,3,3,3,1,3,3,3,1,4,4,4,2,2,2,2,2,2,2,2,1,1,6,6,6,6,6,6,6,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,1,2,1,1,6,5,5,1,5,5,5,5,5,5,1,6,6,6,6,6,6,6,6,1,6,2,6,2,1,1,1,1,1,1,12,12,12,12,12,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,12,1,12,12,12,12,12,12,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,6,6,6,1,6,6,6,6,6,6,1,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,6,1,6,1,1,6,5,2,1,2,2,2,2,2,2,2,2,2,"__NA__",2,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,2,NA,2,NA,99,7,9,4,57,2,9,1,2,4,4,1,1,2,536,1,6,2,NA,2,13,2,2,2,7,2,2017-07-22 09:30:26,2017-07-22 09:32:32,8,NA,6,8,NA,14,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2
"1496",1364,21863,2735,0.692569193658452,0.769791120741565,0.698927985226495,2017-06-26 16:08:12,2017-06-26 16:16:31,2,1,1,1,1,9,9,1,6,1,11,10,1,2,2,1,2,2,4,3,2,4,NA,2,"__NA__",2,"Brexit",99,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,2,1,2,2,2,2,"__NA__",1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,2,1,"__NA__",NA,NA,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,10,2,7,7,1,1,10,6,1,8,1,5,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,5,5,4,1,1,1,1,1,1,1,2,1,1,1,4,1,4,5,1,5,1,1,1,1,1,1,9,6,5,3,6,NA,NA,NA,NA,NA,NA,1,6,6,7,6,6,1,2,2,3,3,1,2,1,9,6,4,11,4,7,1,1,2,1,1,4,3,4,5,1,5,2,5,1,4,1,3,1,1,5,5,5,1,4,1,3,3,1,1,1,1,1,1,2,3,1,2,1,1,4,2,2,5,1,2,1,1,1,2,5,6,4,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,1,2,2,2,1,3,3,1,3,3,3,1,2,1,2,2,2,9,2,36,5,17,1,2,13,1,16,2,2,571,1,10,1,2,1,14,1,3,4,2,1,2017-07-22 09:32:11,2017-07-22 09:33:47,2,NA,11,2,NA,2,11,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
"1497",3994,NA,NA,1.07403478957378,0.944437555866702,1.14148436084221,2017-06-26 08:21:26,2017-06-26 09:11:51,1,5,5,1,1,9,1,1,10,4,9,1,1,2,2,2,2,2,3,3,3,1,3,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",2,1,1,2,1,2,2,2,2,"__NA__",1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Politics is corrupt",NA,NA,NA,"__NA__",NA,NA,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,12,12,12,12,12,12,12,12,12,12,1,4,3,3,3,1,4,4,4,1,1,1,1,2,1,2,1,2,2,1,2,2,1,6,4,2,6,2,6,4,1,1,1,1,1,3,2,2,2,2,2,1,2,1,3,2,1,1,2,2,5,5,4,5,1,1,1,1,1,5,2,2,1,2,6,4,4,3,2,5,2,1,6,3,3,2,7,7,6,6,6,1,12,7,7,7,1,NA,NA,NA,NA,NA,NA,1,2,4,3,4,3,10,1,6,6,6,6,6,6,1,6,4,3,2,2,2,6,3,1,2,3,6,3,2,6,2,3,6,3,6,6,1,6,3,6,3,3,6,1,5,3,5,5,3,3,5,5,1,5,5,5,5,1,1,3,3,3,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,3,1,3,2,NA,2,NA,97,7,9,8,55,5,18,1,2,6,1,15,4,4,559,5,5,1,1,2,12,1,2,1,7,2,2017-07-22 09:32:20,2017-07-22 09:36:14,7,NA,1,7,NA,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2
"1498",594,11958,NA,0.944835079849977,NA,0.931340692524222,2017-06-24 08:36:32,2017-06-24 09:00:03,1,3,3,1,1,3,5,1,10,1,11,4,1,1,1,1,1,1,3,3,2,2,2,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"not interested",NA,NA,NA,"__NA__",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,9,12,12,1,8,1,9,9,9,12,1,4,6,6,6,1,3,3,4,1,4,4,4,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,5,3,6,2,3,1,1,1,1,1,2,1,1,2,2,1,3,3,2,4,3,1,4,1,4,2,5,1,1,1,1,1,1,1,1,12,1,NA,NA,NA,NA,NA,NA,1,2,4,3,4,4,11,1,8,2,12,11,12,12,1,6,3,3,3,2,2,2,2,1,2,3,2,2,1,2,1,2,1,6,6,6,1,6,3,2,2,3,6,1,2,2,5,3,3,3,5,2,1,4,5,5,11,1,1,1,1,1,1,5,1,3,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,3,1,3,2,NA,1,6,99,7,9,8,68,2,4,1,2,17,5,2,2,6,560,5,9,4,2,2,10,4,3,1,7,2,2017-07-22 09:34:07,2017-07-22 09:37:35,8,NA,2,8,NA,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4
"1499",1150,19443,2287,0.484438262148006,0.649871381883366,0.436895726945196,2017-06-27 09:33:18,2017-06-27 10:06:28,1,2,1,1,1,9,9,1,10,1,10,9,1,1,2,3,1,1,4,3,2,4,NA,1,"__NA__",5,"Brexit",4,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,1,1,"__NA__",NA,NA,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,5,3,3,1,6,1,2,1,4,1,2,4,3,4,1,3,3,5,1,2,2,2,2,1,2,2,2,2,1,2,2,1,4,4,4,4,4,3,4,1,1,2,1,1,1,2,2,2,2,2,2,2,2,4,2,2,1,2,4,5,5,1,2,2,1,2,2,2,2,2,2,1,2,3,2,3,4,2,5,2,1,2,2,4,2,8,11,7,1,3,1,6,7,7,6,5,NA,NA,NA,NA,NA,NA,1,1,2,3,1,3,6,1,8,8,1,11,12,12,1,1,2,2,2,1,2,2,5,1,4,3,3,2,1,3,2,3,6,4,5,4,1,4,2,2,2,2,3,1,2,2,3,3,3,3,3,3,1,2,5,2,7,1,1,2,1,2,4,3,5,2,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,5,75,1,1,1,1,5,1,16,2,2,568,5,11,3,1,1,1,3,3,5,1,1,2017-07-22 09:34:14,2017-07-22 09:37:54,1,NA,11,1,NA,1,11,1,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,1,1
"1500",5017,5398,NA,0.948116230377706,0.905183689334704,0.938254702473247,2017-06-29 16:51:25,2017-06-29 17:07:44,1,2,2,1,1,8,9,1,10,6,9,4,1,2,2,2,2,1,3,3,3,4,NA,1,"__NA__",3,"brexit",4,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,2,"__NA__",NA,NA,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,6,3,2,6,9,1,2,7,2,1,2,4,3,5,1,2,4,5,1,2,2,2,2,1,2,1,2,2,1,2,2,1,5,2,1,3,3,4,5,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,5,5,1,2,2,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,4,3,4,4,5,5,4,2,1,1,6,6,6,6,6,NA,NA,NA,NA,NA,NA,1,3,2,1,2,3,11,1,10,1,1,11,2,2,1,2,4,3,1,1,1,1,1,1,3,4,1,4,1,4,2,5,7,2,3,3,1,2,4,2,3,4,4,1,3,3,2,3,4,3,2,3,1,2,4,3,6,1,1,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,9,5,67,5,16,1,1,10,1,5,6,6,541,5,8,3,2,2,1,3,2,6,1,2,2017-07-22 09:34:49,2017-07-22 09:38:18,1,NA,11,1,NA,1,11,1,1,10,4,5,6,2,11,9,7,9,3,2,2,2,2
"1501",937,16907,1859,0.369669725068452,0.555304984920693,0.341123020789024,2017-06-24 20:10:15,2017-06-24 20:41:43,1,1,1,1,1,9,8,1,2,1,11,9,1,4,3,3,4,2,3,2,3,4,NA,4,"__NA__",4,"Independence for wales",6,"__NA__",1,"__NA__",NA,"__NA__",NA,"__NA__",3,"Pressure re Wales acknowledgement",2,1,1,1,1,1,2,2,2,"__NA__",1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,7,8,"No Plaid Cymru standing",NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,2,4,11,1,2,5,2,1,8,1,5,3,3,1,1,4,2,3,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,4,4,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,2,4,1,6,5,5,5,2,1,2,4,3,3,6,10,10,3,6,1,1,8,7,9,3,NA,NA,NA,NA,NA,NA,1,1,2,3,2,1,1,1,2,6,4,8,1,10,1,4,2,5,5,5,4,4,2,1,1,2,5,2,3,2,3,3,5,5,5,6,1,2,4,4,4,1,2,1,2,2,2,2,2,2,2,1,1,4,3,2,10,1,5,3,2,5,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,3,1,2,1,5,1,5,5,5,9,2,66,2,9,1,1,6,5,13,6,6,564,5,11,2,6,1,1,2,3,5,5,1,2017-07-22 09:35:03,2017-07-22 09:38:54,5,NA,11,5,NA,4,11,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,2,2,1,1
